client : consumer11 , topic: result01 , partition: 0 , offset = 0, key = phone, value = OrderItem [itemName=iphone, quantity=3, windowStart=1478818805000, windowEnd=1478822405000, category=phone, price=5388.88, total=16166.64], timestamp = 1478818805000 
client : consumer11 , topic: result01 , partition: 0 , offset = 44, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478818980000, windowEnd=1478822580000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478818980000 
client : consumer11 , topic: result01 , partition: 0 , offset = 45, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478818985000, windowEnd=1478822585000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478818985000 
client : consumer11 , topic: result01 , partition: 0 , offset = 46, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478818990000, windowEnd=1478822590000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478818990000 
client : consumer11 , topic: result01 , partition: 0 , offset = 47, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478818995000, windowEnd=1478822595000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478818995000 
client : consumer11 , topic: result01 , partition: 0 , offset = 48, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819000000, windowEnd=1478822600000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819000000 
client : consumer11 , topic: result01 , partition: 0 , offset = 49, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819005000, windowEnd=1478822605000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819005000 
client : consumer11 , topic: result01 , partition: 0 , offset = 50, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819010000, windowEnd=1478822610000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819010000 
client : consumer11 , topic: result01 , partition: 0 , offset = 51, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819015000, windowEnd=1478822615000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819015000 
client : consumer11 , topic: result01 , partition: 0 , offset = 52, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819020000, windowEnd=1478822620000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819020000 
client : consumer11 , topic: result01 , partition: 0 , offset = 53, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819025000, windowEnd=1478822625000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819025000 
client : consumer11 , topic: result01 , partition: 0 , offset = 54, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819030000, windowEnd=1478822630000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819030000 
client : consumer11 , topic: result01 , partition: 0 , offset = 55, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819035000, windowEnd=1478822635000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819035000 
client : consumer11 , topic: result01 , partition: 0 , offset = 56, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819040000, windowEnd=1478822640000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819040000 
client : consumer11 , topic: result01 , partition: 0 , offset = 57, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819045000, windowEnd=1478822645000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819045000 
client : consumer11 , topic: result01 , partition: 0 , offset = 58, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819050000, windowEnd=1478822650000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819050000 
client : consumer11 , topic: result01 , partition: 0 , offset = 59, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819055000, windowEnd=1478822655000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819055000 
client : consumer11 , topic: result01 , partition: 0 , offset = 60, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819060000, windowEnd=1478822660000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819060000 
client : consumer11 , topic: result01 , partition: 0 , offset = 61, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819065000, windowEnd=1478822665000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819065000 
client : consumer11 , topic: result01 , partition: 0 , offset = 62, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819070000, windowEnd=1478822670000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819070000 
client : consumer11 , topic: result01 , partition: 0 , offset = 63, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819075000, windowEnd=1478822675000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819075000 
client : consumer11 , topic: result01 , partition: 0 , offset = 64, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819080000, windowEnd=1478822680000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819080000 
client : consumer11 , topic: result01 , partition: 0 , offset = 65, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819085000, windowEnd=1478822685000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819085000 
client : consumer11 , topic: result01 , partition: 0 , offset = 66, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819090000, windowEnd=1478822690000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819090000 
client : consumer11 , topic: result01 , partition: 0 , offset = 67, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819095000, windowEnd=1478822695000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819095000 
client : consumer11 , topic: result01 , partition: 0 , offset = 68, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819100000, windowEnd=1478822700000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819100000 
client : consumer11 , topic: result01 , partition: 0 , offset = 69, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819105000, windowEnd=1478822705000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819105000 
client : consumer11 , topic: result01 , partition: 0 , offset = 70, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819110000, windowEnd=1478822710000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819110000 
client : consumer11 , topic: result01 , partition: 0 , offset = 71, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819115000, windowEnd=1478822715000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819115000 
client : consumer11 , topic: result01 , partition: 0 , offset = 72, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819120000, windowEnd=1478822720000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819120000 
client : consumer11 , topic: result01 , partition: 0 , offset = 73, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819125000, windowEnd=1478822725000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819125000 
client : consumer11 , topic: result01 , partition: 0 , offset = 74, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819130000, windowEnd=1478822730000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819130000 
client : consumer11 , topic: result01 , partition: 0 , offset = 75, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819135000, windowEnd=1478822735000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819135000 
client : consumer11 , topic: result01 , partition: 0 , offset = 76, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819140000, windowEnd=1478822740000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819140000 
client : consumer11 , topic: result01 , partition: 0 , offset = 77, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819145000, windowEnd=1478822745000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819145000 
client : consumer11 , topic: result01 , partition: 0 , offset = 78, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819150000, windowEnd=1478822750000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819150000 
client : consumer11 , topic: result01 , partition: 0 , offset = 79, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819155000, windowEnd=1478822755000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819155000 
client : consumer11 , topic: result01 , partition: 0 , offset = 80, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819160000, windowEnd=1478822760000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819160000 
client : consumer11 , topic: result01 , partition: 0 , offset = 81, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819165000, windowEnd=1478822765000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819165000 
client : consumer11 , topic: result01 , partition: 0 , offset = 82, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819170000, windowEnd=1478822770000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819170000 
client : consumer11 , topic: result01 , partition: 0 , offset = 83, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819175000, windowEnd=1478822775000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819175000 
client : consumer11 , topic: result01 , partition: 0 , offset = 84, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819180000, windowEnd=1478822780000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819180000 
client : consumer11 , topic: result01 , partition: 0 , offset = 85, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819185000, windowEnd=1478822785000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819185000 
client : consumer11 , topic: result01 , partition: 0 , offset = 86, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819190000, windowEnd=1478822790000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819190000 
client : consumer11 , topic: result01 , partition: 0 , offset = 87, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819195000, windowEnd=1478822795000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819195000 
client : consumer11 , topic: result01 , partition: 0 , offset = 88, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819200000, windowEnd=1478822800000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819200000 
client : consumer11 , topic: result01 , partition: 0 , offset = 89, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819205000, windowEnd=1478822805000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819205000 
client : consumer11 , topic: result01 , partition: 0 , offset = 90, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819210000, windowEnd=1478822810000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819210000 
client : consumer11 , topic: result01 , partition: 0 , offset = 91, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819215000, windowEnd=1478822815000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819215000 
client : consumer11 , topic: result01 , partition: 0 , offset = 92, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819220000, windowEnd=1478822820000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819220000 
client : consumer11 , topic: result01 , partition: 0 , offset = 93, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819225000, windowEnd=1478822825000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819225000 
client : consumer11 , topic: result01 , partition: 0 , offset = 94, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819230000, windowEnd=1478822830000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819230000 
client : consumer11 , topic: result01 , partition: 0 , offset = 95, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819235000, windowEnd=1478822835000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819235000 
client : consumer11 , topic: result01 , partition: 0 , offset = 96, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819240000, windowEnd=1478822840000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819240000 
client : consumer11 , topic: result01 , partition: 0 , offset = 97, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819245000, windowEnd=1478822845000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819245000 
client : consumer11 , topic: result01 , partition: 0 , offset = 98, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819250000, windowEnd=1478822850000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819250000 
client : consumer11 , topic: result01 , partition: 0 , offset = 99, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819255000, windowEnd=1478822855000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819255000 
client : consumer11 , topic: result01 , partition: 0 , offset = 100, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819260000, windowEnd=1478822860000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819260000 
client : consumer11 , topic: result01 , partition: 0 , offset = 101, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819265000, windowEnd=1478822865000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819265000 
client : consumer11 , topic: result01 , partition: 0 , offset = 102, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819270000, windowEnd=1478822870000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819270000 
client : consumer11 , topic: result01 , partition: 0 , offset = 103, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819275000, windowEnd=1478822875000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819275000 
client : consumer11 , topic: result01 , partition: 0 , offset = 104, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819280000, windowEnd=1478822880000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819280000 
client : consumer11 , topic: result01 , partition: 0 , offset = 105, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819285000, windowEnd=1478822885000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819285000 
client : consumer11 , topic: result01 , partition: 0 , offset = 106, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819290000, windowEnd=1478822890000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819290000 
client : consumer11 , topic: result01 , partition: 0 , offset = 107, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819295000, windowEnd=1478822895000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819295000 
client : consumer11 , topic: result01 , partition: 0 , offset = 108, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819300000, windowEnd=1478822900000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819300000 
client : consumer11 , topic: result01 , partition: 0 , offset = 109, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819305000, windowEnd=1478822905000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819305000 
client : consumer11 , topic: result01 , partition: 0 , offset = 110, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819310000, windowEnd=1478822910000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819310000 
client : consumer11 , topic: result01 , partition: 0 , offset = 111, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819315000, windowEnd=1478822915000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819315000 
client : consumer11 , topic: result01 , partition: 0 , offset = 112, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819320000, windowEnd=1478822920000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819320000 
client : consumer11 , topic: result01 , partition: 0 , offset = 113, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819325000, windowEnd=1478822925000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819325000 
client : consumer11 , topic: result01 , partition: 0 , offset = 114, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819330000, windowEnd=1478822930000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819330000 
client : consumer11 , topic: result01 , partition: 0 , offset = 115, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819335000, windowEnd=1478822935000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819335000 
client : consumer11 , topic: result01 , partition: 0 , offset = 116, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819340000, windowEnd=1478822940000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819340000 
client : consumer11 , topic: result01 , partition: 0 , offset = 117, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819345000, windowEnd=1478822945000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819345000 
client : consumer11 , topic: result01 , partition: 0 , offset = 118, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819350000, windowEnd=1478822950000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819350000 
client : consumer11 , topic: result01 , partition: 0 , offset = 119, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819355000, windowEnd=1478822955000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819355000 
client : consumer11 , topic: result01 , partition: 0 , offset = 120, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819360000, windowEnd=1478822960000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819360000 
client : consumer11 , topic: result01 , partition: 0 , offset = 121, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819365000, windowEnd=1478822965000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819365000 
client : consumer11 , topic: result01 , partition: 0 , offset = 122, key = pod, value = OrderItem [itemName=ipod, quantity=13, windowStart=1478819370000, windowEnd=1478822970000, category=pod, price=1888.88, total=24555.440000000002], timestamp = 1478819370000 
